event,stadium,city,event_date,olympic,name,country,born,gender,place,age
Triple Jump,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Will Claye,USA,1991-06-13,Male,2,21.172602739726027
Triple Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-06,1960 Roma Summer Games,Vladimir Goryayev,URS,1939-05-19,Male,2,21.317808219178083
Triple Jump,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-16,1900 Paris Summer Games,Meyer Prinstein,USA,1878-12-22,Male,1,21.578082191780823
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-04,1984 Los Angeles Summer Games,Mike Conley,USA,1962-10-05,Male,2,21.846575342465755
Triple Jump,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Christian Taylor,USA,1990-06-18,Male,1,22.15890410958904
Triple Jump,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,João Carlos de Oliveira,BRA,1954-05-28,Male,3,22.18904109589041
Triple Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Vilhjálmur Einarsson,ISL,1934-06-05,Male,2,22.495890410958904
Triple Jump,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-22,2004 Athina Summer Games,Marian Oprea,ROU,1982-01-06,Male,2,22.64109589041096
Triple Jump,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-12,1924 Paris Summer Games,Luis Brunetto,ARG,1901-10-27,Male,2,22.723287671232878
Triple Jump,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-01,1904 St. Louis Summer Games,Robert Stangland,USA,1881-10-05,Male,3,22.92054794520548
Triple Jump,"White City Stadium, London","London, Great Britain",1908-07-25,1908 London Summer Games,Tim Ahearne,GBR,1885-08-18,Male,1,22.947945205479453
Triple Jump,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-27,1996 Atlanta Summer Games,Yoelbi Quesada,CUB,1973-08-04,Male,3,22.994520547945207
Triple Jump,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-17,1968 Ciudad de México Summer Games,Viktor Saneyev,URS,1945-10-03,Male,1,23.054794520547944
Triple Jump,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-21,1920 Antwerpen Summer Games,Folke Janson,SWE,1897-04-23,Male,2,23.34246575342466
Triple Jump,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Mikio Oda,JPN,1905-03-30,Male,1,23.35890410958904
Triple Jump,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,Viktor Kravchenko,URS,1941-05-25,Male,3,23.410958904109588
Triple Jump,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,George Avery,AUS,1925-02-11,Male,2,23.49041095890411
Triple Jump,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Arne Åhman,SWE,1925-02-04,Male,1,23.50958904109589
Triple Jump,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Ruhi Sarıalp,TUR,1924-12-15,Male,3,23.649315068493152
Triple Jump,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-24,1988 Seoul Summer Games,Khristo Markov,BUL,1965-01-27,Male,1,23.673972602739727
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-04,1932 Los Angeles Summer Games,Kenkichi Oshima,JPN,1908-11-10,Male,3,23.747945205479454
Triple Jump,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Lee Casey,USA,1904-10-19,Male,2,23.802739726027397
Triple Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-06,1936 Berlin Summer Games,Masao Harada,JPN,1912-09-22,Male,2,23.887671232876713
Triple Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-06,1936 Berlin Summer Games,Naoto Tajima,JPN,1912-08-15,Male,1,23.991780821917807
Triple Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Vitold Kreyer,URS,1932-11-12,Male,3,24.057534246575344
Triple Jump,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Nelson Évora,POR,1984-04-20,Male,1,24.353424657534248
Triple Jump,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-06,1936 Berlin Summer Games,Jack Metcalfe,AUS,1912-02-03,Male,3,24.523287671232875
Triple Jump,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-17,1968 Ciudad de México Summer Games,Nélson Prudêncio,BRA,1944-04-04,Male,2,24.553424657534247
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-04,1984 Los Angeles Summer Games,Al Joyner,USA,1960-01-19,Male,1,24.55890410958904
Triple Jump,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-22,2004 Athina Summer Games,Christian Olsson,SWE,1980-01-25,Male,1,24.59178082191781
Triple Jump,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-23,1952 Helsinki Summer Games,Adhemar da Silva,BRA,1927-09-29,Male,1,24.832876712328765
Triple Jump,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-17,1968 Ciudad de México Summer Games,Giuseppe Gentile,ITA,1943-09-04,Male,3,25.136986301369863
Triple Jump,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-24,1988 Seoul Summer Games,Igor Lapshin,URS,1963-08-08,Male,2,25.147945205479452
Triple Jump,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-23,1952 Helsinki Summer Games,Leonid Shcherbakov,URS,1927-04-07,Male,2,25.312328767123287
Triple Jump,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-01,1904 St. Louis Summer Games,Fred Engelhardt,USA,1879-05-14,Male,2,25.317808219178083
Triple Jump,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-24,1988 Seoul Summer Games,Aleksandr Kovalenko,URS,1963-05-08,Male,3,25.4
Triple Jump,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-21,1920 Antwerpen Summer Games,Ville Tuulos,FIN,1895-03-26,Male,1,25.421917808219177
Triple Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-06,1960 Roma Summer Games,Józef Szmidt,POL,1935-03-28,Male,1,25.46301369863014
Triple Jump,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-01,1904 St. Louis Summer Games,Meyer Prinstein,USA,1878-12-22,Male,1,25.70958904109589
Triple Jump,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-25,1980 Moskva Summer Games,Jaak Uudmäe,URS,1954-09-03,Male,1,25.90958904109589
Triple Jump,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-22,2004 Athina Summer Games,Daniil Burkenya,RUS,1978-07-20,Male,3,26.10958904109589
Triple Jump,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-16,1900 Paris Summer Games,Lewis Sheldon,USA,1874-06-09,Male,3,26.117808219178084
Triple Jump,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-25,1980 Moskva Summer Games,João Carlos de Oliveira,BRA,1954-05-28,Male,3,26.17808219178082
Triple Jump,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,James Butts,USA,1950-05-09,Male,2,26.243835616438357
Triple Jump,"White City Stadium, London","London, Great Britain",1908-07-25,1908 London Summer Games,Edvard Larsen,NOR,1881-10-27,Male,3,26.75890410958904
Triple Jump,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Yoel García,CUB,1973-11-25,Male,2,26.852054794520548
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-04,1984 Los Angeles Summer Games,Keith Connor,GBR,1957-09-16,Male,3,26.9013698630137
Triple Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Viktor Saneyev,URS,1945-10-03,Male,1,26.93972602739726
Triple Jump,"White City Stadium, London","London, Great Britain",1908-07-25,1908 London Summer Games,Garfield MacDonald,CAN,1881-08-08,Male,2,26.97808219178082
Triple Jump,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Leevan Sands,BAH,1981-08-16,Male,3,27.03287671232877
Triple Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Jörg Drehmel,GDR,1945-04-03,Male,2,27.44109589041096
Triple Jump,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-06,1896 Athina Summer Games,James B. Connolly,USA,1868-10-28,Male,1,27.457534246575342
Triple Jump,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Frank Rutherford,BAH,1964-11-23,Male,3,27.71232876712329
Triple Jump,"Olympic Stadium, Roma","Roma, Italy",1960-09-06,1960 Roma Summer Games,Vitold Kreyer,URS,1932-11-12,Male,3,27.835616438356166
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-04,1932 Los Angeles Summer Games,Chuhei Nanbu,JPN,1904-05-24,Male,1,28.216438356164385
Triple Jump,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,Oleg Fedoseyev,URS,1936-06-04,Male,2,28.386301369863013
Triple Jump,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Nélson Prudêncio,BRA,1944-04-04,Male,3,28.438356164383563
Triple Jump,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-21,1920 Antwerpen Summer Games,Erik Almlöf,SWE,1891-12-20,Male,3,28.687671232876713
Triple Jump,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Charlie Simpkins,USA,1963-10-19,Male,2,28.81095890410959
Triple Jump,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-04,1932 Los Angeles Summer Games,Eric Svensson,SWE,1903-09-10,Male,2,28.92054794520548
Triple Jump,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Adhemar da Silva,BRA,1927-09-29,Male,1,29.183561643835617
Triple Jump,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-12,1924 Paris Summer Games,Ville Tuulos,FIN,1895-03-26,Male,3,29.315068493150687
Triple Jump,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,Józef Szmidt,POL,1935-03-28,Male,1,29.575342465753426
Triple Jump,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Phillips Idowu,GBR,1978-12-30,Male,2,29.663013698630138
Triple Jump,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-03,1992 Barcelona Summer Games,Mike Conley,USA,1962-10-05,Male,1,29.84931506849315
Triple Jump,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-12,1924 Paris Summer Games,Nick Winter,AUS,1894-08-25,Male,1,29.898630136986302
Triple Jump,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Denis Kapustin,RUS,1970-10-05,Male,3,29.994520547945207
Triple Jump,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-30,1906 Athina Summer Games,Con Leahy,GBR,1876-04-27,Male,2,30.024657534246575
Triple Jump,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-27,1996 Atlanta Summer Games,Jonathan Edwards,GBR,1966-05-10,Male,2,30.235616438356164
Triple Jump,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-30,1976 Montréal Summer Games,Viktor Saneyev,URS,1945-10-03,Male,1,30.843835616438355
Triple Jump,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-27,1996 Atlanta Summer Games,Kenny Harrison,USA,1965-02-13,Male,1,31.471232876712328
Triple Jump,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-16,1900 Paris Summer Games,James B. Connolly,USA,1868-10-28,Male,2,31.734246575342464
Triple Jump,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-02,1928 Amsterdam Summer Games,Ville Tuulos,FIN,1895-03-26,Male,3,33.37534246575343
Triple Jump,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-30,1906 Athina Summer Games,Peter O'Connor,GBR,1872-10-24,Male,1,33.534246575342465
Triple Jump,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Jonathan Edwards,GBR,1966-05-10,Male,1,34.4027397260274
Triple Jump,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-25,1980 Moskva Summer Games,Viktor Saneyev,URS,1945-10-03,Male,2,34.83287671232877
Triple Jump,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Fabrizio Donato,ITA,1976-08-14,Male,3,36.010958904109586
Shot Put,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-31,1904 St. Louis Summer Games,Lawrence Feuerbach,USA,,Male,3,0
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Miltiadis Gouskos,GRE,,Male,2,0
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Georgios Papasideris,GRE,,Male,3,0
Shot Put,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Randy Matson,USA,1945-03-05,Male,2,19.632876712328766
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-27,1906 Athina Summer Games,Mihály Dávid,HUN,1886-07-31,Male,2,19.75068493150685
Shot Put,"Olympic Stadium, Roma","Roma, Italy",1960-08-31,1960 Roma Summer Games,Dallas Long,USA,1940-06-13,Male,3,20.23013698630137
Shot Put,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-31,1904 St. Louis Summer Games,Ralph Rose,USA,1884-03-17,Male,1,20.46849315068493
Shot Put,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-21,1952 Helsinki Summer Games,Darrow Hooper,USA,1932-01-30,Male,2,20.487671232876714
Shot Put,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-21,1952 Helsinki Summer Games,Parry O'Brien,USA,1932-01-28,Male,1,20.493150684931507
Shot Put,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Jim Fuchs,USA,1927-12-06,Male,3,20.673972602739727
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Bob Garrett,USA,1875-06-24,Male,1,20.802739726027397
Shot Put,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-24,1976 Montréal Summer Games,Udo Beyer,GDR,1955-08-09,Male,1,20.972602739726028
Shot Put,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-10,1912 Stockholm Summer Games,Larry Whitney,USA,1891-02-02,Male,3,21.446575342465753
Shot Put,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Dick Sheldon,USA,1878-07-09,Male,1,22.03013698630137
Shot Put,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,David Storl,GER,1990-07-27,Male,2,22.035616438356165
Shot Put,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-29,1928 Amsterdam Summer Games,Herman Brix,USA,1906-05-19,Male,2,22.21095890410959
Shot Put,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-23,1988 Seoul Summer Games,Randy Barnes,USA,1966-06-16,Male,2,22.28767123287671
Shot Put,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-08,1924 Paris Summer Games,Ralph Hills,USA,1902-01-19,Male,3,22.482191780821918
Shot Put,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-08,1924 Paris Summer Games,Glenn Hartranft,USA,1901-12-03,Male,2,22.610958904109587
Shot Put,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-18,1920 Antwerpen Summer Games,Ville Pörhölä,FIN,1897-12-24,Male,1,22.663013698630138
Shot Put,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Johnny Garrels,USA,1885-11-18,Male,3,22.671232876712327
Shot Put,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-08,1924 Paris Summer Games,Bud Houser,USA,1901-09-25,Male,1,22.8
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-07-31,1932 Los Angeles Summer Games,Leo Sexton,USA,1909-08-27,Male,1,22.942465753424656
Shot Put,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-07-31,1992 Barcelona Summer Games,Mike Stulce,USA,1969-07-14,Male,1,23.063013698630137
Shot Put,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-29,1928 Amsterdam Summer Games,Johnny Kuck,USA,1905-04-27,Male,1,23.27123287671233
Shot Put,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-28,1956 Melbourne Summer Games,Bill Nieder,USA,1933-08-10,Male,2,23.317808219178083
Shot Put,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,Hartmut Briesenick,GDR,1949-03-17,Male,3,23.4986301369863
Shot Put,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Volodymyr Kyselov,URS,1957-01-01,Male,1,23.59178082191781
Shot Put,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-14,1968 Ciudad de México Summer Games,Randy Matson,USA,1945-03-05,Male,1,23.627397260273973
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-07-31,1932 Los Angeles Summer Games,František Douda,TCH,1908-10-23,Male,3,23.786301369863015
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Mike Carter,USA,1960-10-29,Male,2,23.8
Shot Put,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-26,1996 Atlanta Summer Games,John Godina,USA,1972-05-31,Male,2,24.16986301369863
Shot Put,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Ralph Rose,USA,1884-03-17,Male,1,24.345205479452055
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-07-31,1932 Los Angeles Summer Games,Harlow Rothert,USA,1908-04-01,Male,2,24.34794520547945
Shot Put,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Dallas Long,USA,1940-06-13,Male,1,24.361643835616437
Shot Put,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-21,1952 Helsinki Summer Games,Jim Fuchs,USA,1927-12-06,Male,3,24.64109589041096
Shot Put,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-28,1956 Melbourne Summer Games,Parry O'Brien,USA,1932-01-28,Male,1,24.852054794520548
Shot Put,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Udo Beyer,GDR,1955-08-09,Male,3,24.991780821917807
Shot Put,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-29,1928 Amsterdam Summer Games,Emil Hirschfeld,GER,1903-07-31,Male,3,25.013698630136986
Shot Put,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-02,1936 Berlin Summer Games,Gerhard Stöck,GER,1911-07-28,Male,3,25.03287671232877
Shot Put,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Bob Garrett,USA,1875-06-24,Male,3,25.073972602739726
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-27,1906 Athina Summer Games,Martin Sheridan,USA,1881-03-03,Male,1,25.164383561643834
Shot Put,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-22,2000 Sydney Summer Games,Adam Nelson,USA,1975-07-07,Male,2,25.23013698630137
Shot Put,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-02,1936 Berlin Summer Games,Hans Woellke,GER,1911-02-18,Male,1,25.471232876712328
Shot Put,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-07-31,1992 Barcelona Summer Games,Vyacheslav Lykho,EUN,1967-01-16,Male,3,25.556164383561644
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Alessandro Andrei,ITA,1959-01-03,Male,1,25.621917808219177
Shot Put,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-14,1968 Ciudad de México Summer Games,George Woods,USA,1943-02-11,Male,2,25.69041095890411
Shot Put,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-23,1988 Seoul Summer Games,Ulf Timmermann,GDR,1962-11-01,Male,1,25.912328767123288
Shot Put,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-18,1920 Antwerpen Summer Games,Harry Liversedge,USA,1894-09-21,Male,3,25.923287671232877
Shot Put,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-27,1906 Athina Summer Games,Eric Lemming,SWE,1880-02-22,Male,3,26.19178082191781
Shot Put,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Josiah McCracken,USA,1874-03-30,Male,2,26.30958904109589
Shot Put,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-02,1936 Berlin Summer Games,Sulo Bärlund,FIN,1910-04-15,Male,2,26.317808219178083
Shot Put,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-31,1904 St. Louis Summer Games,Wesley Coe,USA,1878-05-08,Male,2,26.33150684931507
Shot Put,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-22,2000 Sydney Summer Games,Arsi Harju,FIN,1974-03-18,Male,1,26.534246575342465
Shot Put,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-28,1956 Melbourne Summer Games,Jiří Skobla,TCH,1930-04-16,Male,3,26.638356164383563
Shot Put,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-24,1976 Montréal Summer Games,Yevgeny Mironov,URS,1949-11-01,Male,2,26.745205479452054
Shot Put,"Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Tomasz Majewski,POL,1981-08-30,Male,1,26.97808219178082
Shot Put,"Olympic Stadium, Roma","Roma, Italy",1960-08-31,1960 Roma Summer Games,Bill Nieder,USA,1933-08-10,Male,1,27.076712328767123
Shot Put,"Ancient Olympic Stadium, Olympia","Athina, Greece",2004-08-18,2004 Athina Summer Games,Joachim Olsen,DEN,1977-05-31,Male,2,27.235616438356164
Shot Put,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-23,1988 Seoul Summer Games,Werner Günthör,SUI,1961-06-01,Male,3,27.33150684931507
Shot Put,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Wilbur Thompson,USA,1921-04-06,Male,1,27.345205479452055
Shot Put,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Vilmos Varjú,HUN,1937-06-10,Male,3,27.372602739726027
Shot Put,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Jim Delaney,USA,1921-03-01,Male,2,27.443835616438356
Shot Put,"Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Dylan Armstrong,CAN,1981-01-15,Male,3,27.6
Shot Put,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-11,1984 Los Angeles Summer Games,Dave Laut,USA,1956-12-21,Male,3,27.65753424657534
Shot Put,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-24,1976 Montréal Summer Games,Aleksandr Baryshnikov,URS,1948-11-11,Male,3,27.71780821917808
Shot Put,"Beijing National Stadium, Beijing","Beijing, China",2008-08-15,2008 Beijing Summer Games,Christian Cantwell,USA,1980-09-30,Male,2,27.893150684931506
Shot Put,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-14,1968 Ciudad de México Summer Games,Eduard Gushchin,URS,1940-07-27,Male,3,28.235616438356164
Shot Put,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-22,2000 Sydney Summer Games,John Godina,USA,1972-05-31,Male,3,28.33150684931507
Shot Put,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-10,1912 Stockholm Summer Games,Ralph Rose,USA,1884-03-17,Male,2,28.33150684931507
Shot Put,"Olympic Stadium, Roma","Roma, Italy",1960-08-31,1960 Roma Summer Games,Parry O'Brien,USA,1932-01-28,Male,2,28.610958904109587
Shot Put,"Ancient Olympic Stadium, Olympia","Athina, Greece",2004-08-18,2004 Athina Summer Games,Adam Nelson,USA,1975-07-07,Male,1,29.136986301369863
Shot Put,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,George Woods,USA,1943-02-11,Male,2,29.5972602739726
Shot Put,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-26,1996 Atlanta Summer Games,Oleksandr Bahach,UKR,1966-11-21,Male,3,29.698630136986303
Shot Put,"Ancient Olympic Stadium, Olympia","Athina, Greece",2004-08-18,2004 Athina Summer Games,Manuel Martínez,ESP,1974-12-07,Male,3,29.71780821917808
Shot Put,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-26,1996 Atlanta Summer Games,Randy Barnes,USA,1966-06-16,Male,1,30.13150684931507
Shot Put,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-07-31,1992 Barcelona Summer Games,Jim Doehring,USA,1962-01-27,Male,2,30.528767123287672
Shot Put,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-18,1920 Antwerpen Summer Games,Elmer Niklander,FIN,1890-01-19,Male,2,30.5972602739726
Shot Put,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,Tomasz Majewski,POL,1981-08-30,Male,1,30.947945205479453
Shot Put,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Aleksandr Baryshnikov,URS,1948-11-11,Male,2,31.736986301369864
