event,stadium,city,event_date,olympic,name,country,born,gender,place,age
200 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Yohan Blake,JAM,1989-12-26,Male,2,22.635616438356163
200 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Michael Bates,USA,1969-12-19,Male,3,22.646575342465752
200 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Warren Weir,JAM,1989-10-13,Male,3,22.838356164383562
200 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-04,1972 München Summer Games,Valeriy Borzov,URS,1949-10-20,Male,1,22.89041095890411
200 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-01,1928 Amsterdam Summer Games,Helmut Körnig,GER,1905-09-12,Male,3,22.9013698630137
200 metres,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-05,1936 Berlin Summer Games,Jesse Owens,USA,1913-09-12,Male,1,22.912328767123288
200 metres,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-11,1912 Stockholm Summer Games,Ralph Craig,USA,1889-06-21,Male,1,23.068493150684933
200 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Carl Lewis,USA,1961-07-01,Male,1,23.12054794520548
200 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Edwin Roberts,TTO,1941-08-12,Male,3,23.197260273972603
200 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-16,1968 Ciudad de México Summer Games,John Carlos,USA,1945-06-05,Male,3,23.38082191780822
200 metres,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Mel Patton,USA,1924-11-16,Male,1,23.72876712328767
200 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-03,1932 Los Angeles Summer Games,Eddie Tolan,USA,1908-09-29,Male,1,23.86027397260274
200 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-22,1900 Paris Summer Games,Stan Rowley,AUS,1876-09-11,Male,3,23.873972602739727
200 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-03,1932 Los Angeles Summer Games,George Simpson,USA,1908-09-21,Male,2,23.882191780821916
200 metres,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-09,1924 Paris Summer Games,Charley Paddock,USA,1900-08-11,Male,2,23.926027397260274
200 metres,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-31,1904 St. Louis Summer Games,Archie Hahn,USA,1880-09-14,Male,1,23.975342465753425
200 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Róbson da Silva,BRA,1964-09-04,Male,3,24.08219178082192
200 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-22,1900 Paris Summer Games,Walter Tewksbury,USA,1876-03-21,Male,1,24.350684931506848
200 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-16,1968 Ciudad de México Summer Games,Tommie Smith,USA,1944-06-06,Male,1,24.378082191780823
200 metres,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-23,1952 Helsinki Summer Games,Andy Stanfield,USA,1927-12-29,Male,1,24.583561643835615
200 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-01,1928 Amsterdam Summer Games,Walter Rangeley,GBR,1903-12-14,Male,2,24.649315068493152
200 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Frankie Fredericks,NAM,1967-10-02,Male,2,24.863013698630137
200 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Mike Marsh,USA,1967-08-04,Male,1,25.024657534246575
200 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-22,1900 Paris Summer Games,Norman Pritchard,IND,1875-06-23,Male,2,25.095890410958905
200 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Thane Baker,USA,1931-10-04,Male,3,25.167123287671235
200 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-26,1976 Montréal Summer Games,Don Quarrie,JAM,1951-02-25,Male,1,25.432876712328767
200 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Paul Drayton,USA,1939-05-08,Male,2,25.46301369863014
200 metres,"White City Stadium, London","London, Great Britain",1908-07-23,1908 London Summer Games,Nate Cartmell,USA,1883-01-13,Male,3,25.53972602739726
200 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-09,2012 London Summer Games,Usain Bolt,JAM,1986-08-21,Male,1,25.986301369863014
200 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-03,1960 Roma Summer Games,Abdou Sèye,FRA,1934-07-30,Male,3,26.115068493150684
200 metres,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Lloyd LaBeach,PAN,1922-06-28,Male,3,26.117808219178084
200 metres,"White City Stadium, London","London, Great Britain",1908-07-23,1908 London Summer Games,Bobby Kerr,CAN,1882-06-09,Male,1,26.136986301369863
200 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-16,1968 Ciudad de México Summer Games,Peter Norman,AUS,1942-06-15,Male,2,26.356164383561644
200 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-03,1960 Roma Summer Games,Les Carney,USA,1934-03-31,Male,2,26.446575342465753
200 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-26,2004 Athina Summer Games,"Bernard Williams, III",USA,1978-01-19,Male,2,26.61917808219178
200 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-26,2004 Athina Summer Games,Shawn Crawford,USA,1978-01-14,Male,1,26.632876712328766
200 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,Ato Boldon,TTO,1973-12-30,Male,3,26.764383561643836
200 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,Darren Campbell,GBR,1973-09-12,Male,2,27.063013698630137
200 metres,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-28,2000 Sydney Summer Games,Kostas Kenteris,GRE,1973-07-11,Male,1,27.235616438356164
200 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Carl Lewis,USA,1961-07-01,Male,2,27.263013698630136
200 metres,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-09,1924 Paris Summer Games,Jackson Scholz,USA,1897-03-15,Male,1,27.334246575342465
200 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Pietro Mennea,ITA,1952-06-28,Male,1,28.101369863013698
200 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Allan Wells,GBR,1952-05-03,Male,2,28.254794520547946
200 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-01,1996 Atlanta Summer Games,Frankie Fredericks,NAM,1967-10-02,Male,2,28.852054794520548
200 metres,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-01,1996 Atlanta Summer Games,Michael Johnson,USA,1967-09-13,Male,1,28.904109589041095
200 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Andy Stanfield,USA,1927-12-29,Male,2,28.934246575342467
200 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Don Quarrie,JAM,1951-02-25,Male,3,29.44109589041096
200 metres,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-03,1948 London Summer Games,Barney Ewell,USA,1918-02-25,Male,2,30.457534246575342
200 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-20,2008 Beijing Summer Games,Shawn Crawford,USA,1978-01-14,Male,2,30.61917808219178
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Luguelín Santos,DOM,1993-11-12,Male,2,18.745205479452054
400 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Steve Lewis,USA,1969-05-16,Male,1,19.383561643835616
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Kirani James,GRN,1992-09-01,Male,1,19.942465753424656
400 metres,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-29,1904 St. Louis Summer Games,Frank Waller,USA,1884-06-24,Male,2,20.19178082191781
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Antonio McKay,USA,1964-02-09,Male,3,20.50958904109589
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Herbert Jamison,USA,1875-09-17,Male,2,20.56986301369863
400 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Jeremy Wariner,USA,1984-01-31,Male,1,20.575342465753426
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Gabriel Tiacoh,CIV,1963-09-10,Male,2,20.926027397260274
400 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-18,1968 Ciudad de México Summer Games,Larry James,USA,1947-11-06,Male,2,20.964383561643835
400 metres,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Guy Butler,GBR,1899-08-25,Male,2,21.0
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-05,1932 Los Angeles Summer Games,Ben Eastman,USA,1911-07-09,Male,2,21.09041095890411
400 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Ernst Schultz,DEN,1879-06-15,Male,3,21.095890410958905
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Tom Burke,USA,1875-01-15,Male,1,21.24109589041096
400 metres,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-07,1936 Berlin Summer Games,Archie Williams,USA,1915-05-01,Male,1,21.284931506849315
400 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-18,1968 Ciudad de México Summer Games,Ron Freeman,USA,1947-06-12,Male,3,21.367123287671234
400 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-19,1964 Tokyo Summer Games,Andrzej Badeński,POL,1943-05-10,Male,3,21.46027397260274
400 metres,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-07,1936 Berlin Summer Games,Godfrey Brown,GBR,1915-02-21,Male,2,21.473972602739725
400 metres,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-18,1968 Ciudad de México Summer Games,Lee Evans,USA,1947-02-25,Male,1,21.660273972602738
400 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Maxey Long,USA,1878-10-16,Male,1,21.75890410958904
400 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Herman Frazier,USA,1954-10-29,Male,3,21.764383561643836
400 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Frank Schaffer,GDR,1958-10-23,Male,3,21.783561643835615
400 metres,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Nils Engdahl,SWE,1898-11-04,Male,3,21.805479452054794
400 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Danny Joe Everett,USA,1966-11-01,Male,3,21.923287671232877
400 metres,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-29,1904 St. Louis Summer Games,Herman Groman,USA,1882-08-18,Male,3,22.043835616438358
400 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Quincy Watts,USA,1970-06-19,Male,1,22.145205479452056
400 metres,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Otis Harris,USA,1982-06-30,Male,2,22.164383561643834
400 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,LaShawn Merritt,USA,1986-06-27,Male,1,22.167123287671235
400 metres,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-25,1952 Helsinki Summer Games,Ollie Matson,USA,1930-05-01,Male,3,22.24931506849315
400 metres,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-11,1924 Paris Summer Games,Eric Liddell,GBR,1902-01-16,Male,1,22.4986301369863
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-30,1906 Athina Summer Games,Paul Pilgrim,USA,1883-10-26,Male,1,22.523287671232875
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-08,1984 Los Angeles Summer Games,Alonzo Babers,USA,1961-10-31,Male,1,22.786301369863015
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-05,1932 Los Angeles Summer Games,Bill Carr,USA,1909-10-24,Male,1,22.797260273972604
400 metres,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-13,1912 Stockholm Summer Games,Charles Reidpath,USA,1889-09-20,Male,1,22.824657534246576
400 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Wayne Collett,USA,1949-10-20,Male,2,22.898630136986302
400 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Charlie Jenkins,USA,1934-01-07,Male,1,22.90958904109589
400 metres,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-29,1904 St. Louis Summer Games,Harry Hillman,USA,1881-09-08,Male,1,22.986301369863014
400 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-06,1960 Roma Summer Games,Malcolm Spence,RSA,1937-09-04,Male,3,23.02191780821918
400 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-03,1928 Amsterdam Summer Games,Ray Barbuti,USA,1905-06-12,Male,1,23.15890410958904
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-30,1906 Athina Summer Games,Nigel Barker,AUS,1883-02-26,Male,3,23.186301369863013
400 metres,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Steve Lewis,USA,1969-05-16,Male,2,23.23835616438356
400 metres,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-19,1964 Tokyo Summer Games,Wendell Mottley,TTO,1941-07-02,Male,2,23.315068493150687
400 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-03,1928 Amsterdam Summer Games,Jochen Büchner,GER,1905-04-08,Male,3,23.336986301369862
400 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Viktor Markin,URS,1957-02-23,Male,1,23.446575342465753
400 metres,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-11,1924 Paris Summer Games,Horatio Fitch,USA,1900-12-16,Male,2,23.583561643835615
400 metres,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Lalonde Gordon,TTO,1988-11-25,Male,3,23.71232876712329
400 metres,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-07,1936 Berlin Summer Games,Jimmy LuValle,USA,1912-11-10,Male,3,23.756164383561643
400 metres,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-05,1948 London Summer Games,Mal Whitfield,USA,1924-10-11,Male,3,23.832876712328765
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-07,1896 Athina Summer Games,Charles Gmelin,GBR,1872-05-28,Male,3,23.876712328767123
400 metres,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-30,1906 Athina Summer Games,Wyndham Halswelle,GBR,1882-05-30,Male,2,23.931506849315067
400 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,David Neville,USA,1984-06-01,Male,3,24.23835616438356
400 metres,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-28,1988 Seoul Summer Games,Butch Reynolds,USA,1964-06-08,Male,2,24.323287671232876
400 metres,"Olympic Stadium, Roma","Roma, Italy",1960-09-06,1960 Roma Summer Games,Carl Kaufmann,GER,1936-03-25,Male,2,24.46849315068493
400 metres,"Beijing National Stadium, Beijing","Beijing, China",2008-08-21,2008 Beijing Summer Games,Jeremy Wariner,USA,1984-01-31,Male,2,24.572602739726026
400 metres,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-05,1932 Los Angeles Summer Games,Alex Wilson,CAN,1907-12-01,Male,3,24.695890410958903
400 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Vince Matthews,USA,1947-12-16,Male,1,24.745205479452054
400 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Voitto Hellstén,FIN,1932-02-15,Male,3,24.805479452054794
400 metres,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Bevil Rudd,RSA,1895-10-06,Male,1,24.887671232876713
400 metres,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-11,1924 Paris Summer Games,Guy Butler,GBR,1899-08-25,Male,3,24.893150684931506
400 metres,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-03,1928 Amsterdam Summer Games,Jimmy Ball,CAN,1903-05-07,Male,2,25.26027397260274
400 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Karl-Friedrich Haas,GER,1931-07-28,Male,2,25.35890410958904
400 metres,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-30,1980 Moskva Summer Games,Rick Mitchell,AUS,1955-03-24,Male,2,25.36986301369863
400 metres,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-25,1952 Helsinki Summer Games,George Rhoden,JAM,1926-12-13,Male,1,25.632876712328766
400 metres,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-13,1912 Stockholm Summer Games,Ed Lindberg,USA,1886-11-09,Male,3,25.69041095890411
400 metres,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-29,1976 Montréal Summer Games,Alberto Juantorena,CUB,1950-11-21,Male,1,25.704109589041096
400 metres,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-13,1912 Stockholm Summer Games,Hanns Braun,GER,1886-10-26,Male,2,25.72876712328767
400 metres,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Ardalion Ignatyev,URS,1930-12-22,Male,3,25.956164383561642
400 metres,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-05,1948 London Summer Games,Herb McKenley,JAM,1922-07-10,Male,2,26.09041095890411
400 metres,"White City Stadium, London","London, Great Britain",1908-07-25,1908 London Summer Games,Wyndham Halswelle,GBR,1882-05-30,Male,1,26.16986301369863
400 metres,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Julius Sang,KEN,1946-06-30,Male,3,26.208219178082192
400 metres,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Bill Holland,USA,1874-03-08,Male,2,26.36986301369863
